Date,Team1,Team2,Final Result 1,Final Result 2,Tournament,Player Team,Player,KD,ADR,KAST,Rating,Map,Overall Kills,Overall Deaths,Overal Kill / Death,Overall Kill / Round,Overall Rounds with Kills,Overall Kill - Death Diff,Opening Total Kills,Opening Total Deaths,Opening Kill Ratio,Opening Kill rating,Opening Team win percent after 1st kill,Opening 1st kill in won rounds
18th of April 2020,Virtus.pro,Spirit,1,2,DreamHack Masters Spring 2020 - Europe Closed Qualifier,Spirit,Leonid 'chopper' Vishnyakov,55-47,8,82.4,75.0%,All maps,12081,12180,0.99,0.67,8237,-99,1745,1890,0.92,0.98,69.4%,13.3%
18th of April 2020,Virtus.pro,Spirit,1,2,DreamHack Masters Spring 2020 - Europe Closed Qualifier,Spirit,Viktor 'somedieyoung' Orudjev,49-47,2,69.4,72.4%,All maps,12335,10766,1.15,0.73,8211,1569,1496,1436,1.04,0.97,73.4%,12.5%
18th of April 2020,Virtus.pro,Spirit,1,2,DreamHack Masters Spring 2020 - Europe Closed Qualifier,Spirit,Artem 'iDISBALANCE' Egorov,36-42,-6,52.2,71.1%,All maps,7831,7052,1.11,0.71,5352,779,1541,1068,1.44,1.21,74.8%,20.6%
18th of April 2020,Virtus.pro,Spirit,1,2,DreamHack Masters Spring 2020 - Europe Closed Qualifier,Spirit,Boris 'magixx' Vorobiev,44-50,-6,62.2,67.1%,All maps,3581,3556,1.01,0.63,2497,25,498,508,0.98,0.96,73.9%,12.2%
18th of April 2020,GODSENT,AVEZ,2,1,DreamHack Masters Spring 2020 - Europe Closed Qualifier,GODSENT,Pavle 'Maden' Bošković,70-46,24,93.9,81.6%,All maps,5971,5636,1.06,0.75,3919,335,1091,1006,1.08,1.14,73.1%,19.8%
18th of April 2020,GODSENT,AVEZ,2,1,DreamHack Masters Spring 2020 - Europe Closed Qualifier,GODSENT,Jesse 'zehN' Linjala,65-47,18,89.6,81.6%,All maps,15582,13592,1.15,0.74,10208,1990,1914,1801,1.06,0.98,76.5%,13.2%
18th of April 2020,GODSENT,AVEZ,2,1,DreamHack Masters Spring 2020 - Europe Closed Qualifier,GODSENT,Kevin 'kRYSTAL' Amend,52-44,8,79.7,73.7%,All maps,24162,26022,0.93,0.62,16873,-1860,3817,3952,0.97,0.99,72.7%,14.2%
18th of April 2020,GODSENT,AVEZ,2,1,DreamHack Masters Spring 2020 - Europe Closed Qualifier,GODSENT,Mikail 'Maikelele' Bill,51-44,7,67.5,72.4%,All maps,18258,17298,1.06,0.67,12473,960,2721,2351,1.16,1.02,73.7%,14.3%
18th of April 2020,GODSENT,AVEZ,2,1,DreamHack Masters Spring 2020 - Europe Closed Qualifier,GODSENT,Martin 'STYKO' Styk,51-43,8,70.7,63.2%,All maps,20298,20118,1.01,0.67,13818,180,2567,2823,0.91,0.93,73.1%,11.9%
18th of April 2020,GODSENT,AVEZ,2,1,DreamHack Masters Spring 2020 - Europe Closed Qualifier,AVEZ,Kamil 'KEi' Pietkun,59-60,-1,87.2,67.1%,All maps,1585,1623,0.98,0.71,1075,-38,248,255,0.97,1.03,72.6%,16.3%
18th of April 2020,GODSENT,AVEZ,2,1,DreamHack Masters Spring 2020 - Europe Closed Qualifier,AVEZ,Kuba 'Markoś' Markowski,46-57,-11,66.2,72.4%,All maps,3266,3261,1.0,0.68,2254,5,493,442,1.12,1.03,70.6%,15.3%
18th of April 2020,GODSENT,AVEZ,2,1,DreamHack Masters Spring 2020 - Europe Closed Qualifier,AVEZ,Michał 'MOLSI' Łącki,42-63,-21,68.3,65.8%,All maps,4853,5019,0.97,0.67,3316,-166,676,712,0.95,0.97,70.0%,13.6%
18th of April 2020,GODSENT,AVEZ,2,1,DreamHack Masters Spring 2020 - Europe Closed Qualifier,AVEZ,Piotr 'nawrot' Nawrocki,40-54,-14,60.5,59.2%,All maps,5057,5582,0.91,0.63,3525,-525,803,816,0.98,1.0,70.6%,14.3%
18th of April 2020,GODSENT,AVEZ,2,1,DreamHack Masters Spring 2020 - Europe Closed Qualifier,AVEZ,Kacper 'Kylar' Walukiewicz,37-55,-18,56.4,57.9%,All maps,1015,954,1.06,0.71,672,61,138,137,1.01,0.99,74.6%,14.3%
18th of April 2020,OG,FATE,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,OG,Mateusz 'mantuu' Wilczewski,35-20,15,88.8,88.6%,All maps,7288,6129,1.19,0.78,4752,1159,1204,921,1.31,1.15,72.2%,19.0%
18th of April 2020,OG,FATE,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,OG,Nathan 'NBK-' Schmitt,42-26,16,93.1,79.5%,All maps,30768,29286,1.05,0.7,20463,1482,4755,4927,0.97,1.02,75.0%,14.9%
18th of April 2020,OG,FATE,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,OG,Valdemar 'valde' Bjørn Vangså,35-22,13,73.6,79.5%,All maps,17699,15596,1.13,0.75,11771,2103,2234,1793,1.25,1.01,75.7%,13.7%
18th of April 2020,OG,FATE,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,OG,Issa 'ISSAA' Murad,32-23,9,82.7,77.3%,All maps,11238,10134,1.11,0.73,7526,1104,1555,1318,1.18,1.03,72.2%,14.3%
18th of April 2020,OG,FATE,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,OG,Aleksi 'Aleksib' Virolainen,27-24,3,73.4,77.3%,All maps,11444,11295,1.01,0.67,7860,149,1730,1820,0.95,0.99,75.1%,14.1%
18th of April 2020,OG,FATE,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,FATE,Martin 'mar' Kuyumdjiev,28-33,-5,70.5,56.8%,All maps,2464,2371,1.04,0.7,1666,93,365,353,1.03,1.02,73.4%,15.4%
18th of April 2020,OG,FATE,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,FATE,Viktor 'Duplicate' Mitev,25-36,-11,68.8,61.4%,All maps,2473,2565,0.96,0.66,1697,-92,324,353,0.92,0.94,70.4%,12.3%
18th of April 2020,OG,FATE,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,FATE,Veselin 'doublemagic' Angelov,20-33,-13,56.4,50.0%,All maps,2170,2266,0.96,0.63,1523,-96,380,399,0.95,1.02,76.1%,16.6%
18th of April 2020,OG,FATE,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,FATE,Nikolay 'niki1' Pantaleev,21-35,-14,64.9,50.0%,All maps,11945,11132,1.07,0.72,7981,813,1863,1833,1.02,1.04,72.9%,15.7%
18th of April 2020,OG,FATE,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,FATE,Kalin 'KalubeR' Erenditsov,21-35,-14,56.2,52.3%,All maps,2119,1989,1.07,0.7,1415,130,275,267,1.03,0.97,73.8%,13.2%
18th of April 2020,forZe,SMASH,2,0,Home Sweet Home Cup 2,forZe,Evgeny 'FL1T' Lebedev,53-37,16,94.9,70.4%,All maps,10612,9721,1.09,0.71,7244,891,1136,1108,1.03,0.92,74.6%,10.7%
18th of April 2020,forZe,SMASH,2,0,Home Sweet Home Cup 2,forZe,Dmitriy 'facecrack' Alekseyev,43-39,4,87.1,66.7%,All maps,22735,22640,1.0,0.71,15084,95,3614,4001,0.9,1.02,73.4%,16.0%
18th of April 2020,forZe,SMASH,2,0,Home Sweet Home Cup 2,forZe,Bogdan 'xsepower' Chernikov,35-29,6,74.4,68.5%,All maps,12324,9854,1.25,0.73,8338,2470,2633,1521,1.73,1.29,76.3%,22.2%
18th of April 2020,forZe,SMASH,2,0,Home Sweet Home Cup 2,forZe,Andrey 'Jerry' Mekhryakov,36-34,2,68.3,68.5%,All maps,14687,14266,1.03,0.69,10025,421,2156,2019,1.07,1.02,72.9%,14.1%
18th of April 2020,forZe,SMASH,2,0,Home Sweet Home Cup 2,forZe,Almaz 'almazer' Asadullin,22-32,-10,56.2,70.4%,All maps,13306,12527,1.06,0.7,9005,779,1782,1767,1.01,0.98,73.3%,13.0%
18th of April 2020,forZe,SMASH,2,0,Home Sweet Home Cup 2,SMASH,Joakim 'disco doplan' Gidetun,39-34,5,80.1,77.8%,All maps,17820,16596,1.07,0.71,12049,1224,2389,2324,1.03,0.99,73.3%,13.5%
18th of April 2020,forZe,SMASH,2,0,Home Sweet Home Cup 2,SMASH,Kristjan 'shokz' Jakobson,39-40,-1,75.5,66.7%,All maps,1017,1042,0.98,0.69,688,-25,162,158,1.03,1.04,72.8%,16.4%
18th of April 2020,forZe,SMASH,2,0,Home Sweet Home Cup 2,SMASH,Kristjan 'fejtZ' Allsaar,34-39,-5,71.8,55.6%,All maps,12297,10939,1.12,0.75,8141,1358,1487,1287,1.16,0.99,74.1%,13.2%
18th of April 2020,forZe,SMASH,2,0,Home Sweet Home Cup 2,SMASH,Denis 'grux' Gutaj,35-36,-1,63.4,66.7%,All maps,4957,4895,1.01,0.68,3401,62,630,681,0.93,0.94,72.5%,12.5%
18th of April 2020,forZe,SMASH,2,0,Home Sweet Home Cup 2,SMASH,Kamen 'bubble' Kostadinov,24-40,-16,67.9,64.8%,All maps,28994,26720,1.09,0.69,19909,2274,4128,3655,1.13,1.01,75.1%,13.8%
18th of April 2020,Beyond,ZIGMA,0,2,DreamHack Masters Spring 2020 - Asia Closed Qualifier,Beyond,Peeratch 'Olivia' Ingkudanonda,40-35,5,81.9,69.4%,All maps,9370,8168,1.15,0.76,6191,1202,1535,1142,1.34,1.13,75.2%,17.9%
18th of April 2020,Beyond,ZIGMA,0,2,DreamHack Masters Spring 2020 - Asia Closed Qualifier,Beyond,Maitri 'MAIROLLS' Sukrob,32-38,-6,77.2,75.5%,All maps,6110,6048,1.01,0.68,4194,62,832,847,0.98,0.97,74.2%,13.5%
18th of April 2020,Beyond,ZIGMA,0,2,DreamHack Masters Spring 2020 - Asia Closed Qualifier,Beyond,Anupong 'stk' Mueangngam,28-34,-6,66.9,63.3%,All maps,7559,7548,1.0,0.67,5211,11,991,1043,0.95,0.95,73.8%,12.1%
18th of April 2020,Beyond,ZIGMA,0,2,DreamHack Masters Spring 2020 - Asia Closed Qualifier,Beyond,Phoomphat 'qqGOD' Phodjanat,31-40,-9,78.2,59.2%,All maps,8191,7685,1.07,0.72,5423,506,1236,1295,0.95,1.02,73.8%,15.3%
18th of April 2020,Beyond,ZIGMA,0,2,DreamHack Masters Spring 2020 - Asia Closed Qualifier,Beyond,Krit 'Kntz' Chaiprasit,29-38,-9,67.4,65.3%,All maps,5827,5344,1.09,0.71,3985,483,657,610,1.08,0.94,71.2%,11.1%
18th of April 2020,Beyond,ZIGMA,0,2,DreamHack Masters Spring 2020 - Asia Closed Qualifier,ZIGMA,Patcharapon 'Niffy' Junman,50-27,23,99.3,71.4%,All maps,4704,4336,1.08,0.72,3203,368,618,580,1.07,0.99,70.2%,12.7%
18th of April 2020,Beyond,ZIGMA,0,2,DreamHack Masters Spring 2020 - Asia Closed Qualifier,ZIGMA,Warittorn 'RoLEX' Kalanukarn,42-34,8,86.2,79.6%,All maps,7487,7399,1.01,0.7,5060,88,1068,1214,0.88,0.98,74.8%,14.6%
18th of April 2020,Beyond,ZIGMA,0,2,DreamHack Masters Spring 2020 - Asia Closed Qualifier,ZIGMA,Manutsawat 'Reality' Sangphadung,36-31,5,79.4,73.5%,All maps,5294,4794,1.1,0.72,3577,500,824,724,1.14,1.06,76.9%,16.4%
18th of April 2020,Beyond,ZIGMA,0,2,DreamHack Masters Spring 2020 - Asia Closed Qualifier,ZIGMA,Tuchpong 'JUSTCAUSE' Pongthanadechakit,30-30,0,65.3,75.5%,All maps,4956,4983,0.99,0.7,3351,-27,701,724,0.97,0.99,70.8%,13.6%
18th of April 2020,Beyond,ZIGMA,0,2,DreamHack Masters Spring 2020 - Asia Closed Qualifier,ZIGMA,Phakhin 'PPOverdose' Jaroenthanajinda,27-38,-11,74.1,75.5%,All maps,4066,4099,0.99,0.7,2724,-33,665,772,0.86,1.02,74.4%,16.6%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,Nordavind,Kevin 'HS' Tarn,33-35,-2,79.1,61.7%,All maps,14031,13528,1.04,0.72,9237,503,1975,2076,0.95,1.0,74.3%,14.7%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,Nordavind,Niels-Christian 'NaToSaphiX' Sillassen,29-39,-10,65.7,61.7%,All maps,12780,10725,1.19,0.72,8628,2055,1953,1297,1.51,1.09,74.8%,16.1%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,Nordavind,Jorgen 'cromen' Robertsen,20-36,-16,53.9,51.1%,All maps,9134,8850,1.03,0.69,6118,284,1402,1438,0.97,1.02,74.2%,15.3%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,Nordavind,Jesper 'TENZKI' Plougmann,22-37,-15,58.2,55.3%,All maps,20142,19006,1.06,0.69,13740,1136,2614,2418,1.08,0.98,75.2%,13.1%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,Nordavind,Haris 'H4RR3' Hadzic,19-36,-17,41.0,63.8%,All maps,4310,4775,0.9,0.63,2985,-465,682,856,0.8,0.96,70.4%,13.9%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,BIG,Nils 'k1to' Gruhne,41-22,19,91.5,80.9%,All maps,13341,13181,1.01,0.7,8925,160,2113,2224,0.95,1.03,74.7%,16.0%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,BIG,Florian 'syrsoN' Rische,42-22,20,83.3,76.6%,All maps,27090,25689,1.05,0.74,17491,1401,4605,4564,1.01,1.09,72.6%,18.2%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,BIG,Johannes 'tabseN' Wodarz,43-24,19,91.0,78.7%,All maps,22729,19706,1.15,0.74,15187,3023,4192,3112,1.35,1.18,75.4%,20.0%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,BIG,Ismailcan 'XANTARES' Dörtkardeş,32-26,6,75.4,83.0%,All maps,24996,20602,1.21,0.84,15638,4394,4513,3491,1.29,1.23,75.1%,21.4%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,BIG,Tizian 'tiziaN' Feldbusch,25-29,-4,67.4,78.7%,All maps,21081,21070,1.0,0.66,14443,11,3022,3093,0.98,0.98,72.5%,13.3%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,forZe,Bogdan 'xsepower' Chernikov,50-26,24,79.8,78.9%,All maps,12324,9854,1.25,0.73,8338,2470,2633,1521,1.73,1.29,76.3%,22.2%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,forZe,Evgeny 'FL1T' Lebedev,46-31,15,87.4,68.4%,All maps,10612,9721,1.09,0.71,7244,891,1136,1108,1.03,0.92,74.6%,10.7%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,forZe,Andrey 'Jerry' Mekhryakov,35-34,1,77.5,75.4%,All maps,14687,14266,1.03,0.69,10025,421,2156,2019,1.07,1.02,72.9%,14.1%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,forZe,Almaz 'almazer' Asadullin,30-27,3,68.5,77.2%,All maps,13306,12527,1.06,0.7,9005,779,1782,1767,1.01,0.98,73.3%,13.0%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,forZe,Dmitriy 'facecrack' Alekseyev,31-38,-7,58.0,59.6%,All maps,22735,22640,1.0,0.71,15084,95,3614,4001,0.9,1.02,73.4%,16.0%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,LDLC,Ali 'hAdji' Haïnouss,44-38,6,86.1,73.7%,All maps,12080,11042,1.09,0.72,8089,1038,1670,1594,1.05,1.01,70.3%,14.0%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,LDLC,Lambert 'Lambert' Prigent,39-40,-1,73.9,56.1%,All maps,5287,5391,0.98,0.63,3715,-104,857,799,1.07,1.02,72.2%,14.5%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,LDLC,Christophe 'SIXER' Xia,29-34,-5,55.9,66.7%,All maps,9943,9995,0.99,0.64,6979,-52,1350,1246,1.08,0.97,72.9%,12.7%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,LDLC,Logan 'LOGAN' Corti,25-37,-12,49.6,50.9%,All maps,9667,9886,0.98,0.65,6747,-219,1357,1393,0.97,0.97,70.1%,12.8%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,LDLC,Kilian 'Gringo' Garcia,19-43,-24,45.3,57.9%,All maps,216,222,0.97,0.65,148,-6,24,40,0.6,0.83,58.3%,8.0%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,Nordavind,Kevin 'HS' Tarn,33-35,-2,79.1,61.7%,All maps,14031,13528,1.04,0.72,9237,503,1975,2076,0.95,1.0,74.3%,14.7%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,Nordavind,Niels-Christian 'NaToSaphiX' Sillassen,29-39,-10,65.7,61.7%,All maps,12780,10725,1.19,0.72,8628,2055,1953,1297,1.51,1.09,74.8%,16.1%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,Nordavind,Jorgen 'cromen' Robertsen,20-36,-16,53.9,51.1%,All maps,9134,8850,1.03,0.69,6118,284,1402,1438,0.97,1.02,74.2%,15.3%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,Nordavind,Jesper 'TENZKI' Plougmann,22-37,-15,58.2,55.3%,All maps,20142,19006,1.06,0.69,13740,1136,2614,2418,1.08,0.98,75.2%,13.1%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,Nordavind,Haris 'H4RR3' Hadzic,19-36,-17,41.0,63.8%,All maps,4310,4775,0.9,0.63,2985,-465,682,856,0.8,0.96,70.4%,13.9%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,BIG,Nils 'k1to' Gruhne,41-22,19,91.5,80.9%,All maps,13341,13181,1.01,0.7,8925,160,2113,2224,0.95,1.03,74.7%,16.0%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,BIG,Florian 'syrsoN' Rische,42-22,20,83.3,76.6%,All maps,27090,25689,1.05,0.74,17491,1401,4605,4564,1.01,1.09,72.6%,18.2%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,BIG,Johannes 'tabseN' Wodarz,43-24,19,91.0,78.7%,All maps,22729,19706,1.15,0.74,15187,3023,4192,3112,1.35,1.18,75.4%,20.0%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,BIG,Ismailcan 'XANTARES' Dörtkardeş,32-26,6,75.4,83.0%,All maps,24996,20602,1.21,0.84,15638,4394,4513,3491,1.29,1.23,75.1%,21.4%
18th of April 2020,Nordavind,BIG,0,2,Home Sweet Home Cup 2,BIG,Tizian 'tiziaN' Feldbusch,25-29,-4,67.4,78.7%,All maps,21081,21070,1.0,0.66,14443,11,3022,3093,0.98,0.98,72.5%,13.3%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,forZe,Bogdan 'xsepower' Chernikov,50-26,24,79.8,78.9%,All maps,12324,9854,1.25,0.73,8338,2470,2633,1521,1.73,1.29,76.3%,22.2%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,forZe,Evgeny 'FL1T' Lebedev,46-31,15,87.4,68.4%,All maps,10612,9721,1.09,0.71,7244,891,1136,1108,1.03,0.92,74.6%,10.7%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,forZe,Andrey 'Jerry' Mekhryakov,35-34,1,77.5,75.4%,All maps,14687,14266,1.03,0.69,10025,421,2156,2019,1.07,1.02,72.9%,14.1%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,forZe,Almaz 'almazer' Asadullin,30-27,3,68.5,77.2%,All maps,13306,12527,1.06,0.7,9005,779,1782,1767,1.01,0.98,73.3%,13.0%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,forZe,Dmitriy 'facecrack' Alekseyev,31-38,-7,58.0,59.6%,All maps,22735,22640,1.0,0.71,15084,95,3614,4001,0.9,1.02,73.4%,16.0%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,LDLC,Ali 'hAdji' Haïnouss,44-38,6,86.1,73.7%,All maps,12080,11042,1.09,0.72,8089,1038,1670,1594,1.05,1.01,70.3%,14.0%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,LDLC,Lambert 'Lambert' Prigent,39-40,-1,73.9,56.1%,All maps,5287,5391,0.98,0.63,3715,-104,857,799,1.07,1.02,72.2%,14.5%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,LDLC,Christophe 'SIXER' Xia,29-34,-5,55.9,66.7%,All maps,9943,9995,0.99,0.64,6979,-52,1350,1246,1.08,0.97,72.9%,12.7%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,LDLC,Logan 'LOGAN' Corti,25-37,-12,49.6,50.9%,All maps,9667,9886,0.98,0.65,6747,-219,1357,1393,0.97,0.97,70.1%,12.8%
18th of April 2020,forZe,LDLC,2,0,DreamHack Masters Spring 2020 - Europe Closed Qualifier,LDLC,Kilian 'Gringo' Garcia,19-43,-24,45.3,57.9%,All maps,216,222,0.97,0.65,148,-6,24,40,0.6,0.83,58.3%,8.0%
18th of April 2020,Chiefs,Rooster,2,1,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Chiefs,Hugh 'stat' Anderson,42-30,12,87.0,79.2%,All maps,8835,8682,1.02,0.68,6018,153,1219,1372,0.89,0.96,70.3%,13.4%
18th of April 2020,Chiefs,Rooster,2,1,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Chiefs,Jordan 'SkulL' Newland,42-35,7,80.2,79.2%,All maps,5293,5465,0.97,0.67,3616,-172,621,703,0.88,0.91,74.6%,11.8%
18th of April 2020,Chiefs,Rooster,2,1,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Chiefs,Daryl 'Mayker' May,43-33,10,84.2,81.1%,All maps,7404,8234,0.9,0.66,5041,-830,1340,1560,0.86,1.03,72.1%,17.8%
18th of April 2020,Chiefs,Rooster,2,1,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Chiefs,Tom 'apocdud' Henry,38-31,7,81.4,73.6%,All maps,6740,6992,0.96,0.67,4672,-252,1060,978,1.08,1.03,74.7%,16.3%
18th of April 2020,Chiefs,Rooster,2,1,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Chiefs,Chris 'Jinxx' Moseley,21-32,-11,43.1,62.3%,All maps,6723,6436,1.04,0.67,4612,287,654,615,1.06,0.89,69.7%,9.3%
18th of April 2020,Chiefs,Rooster,2,1,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Rooster,Jake 'ju1ces' H.,39-30,9,82.4,75.5%,All maps,4134,3411,1.21,0.79,2707,723,460,334,1.38,1.0,69.1%,12.2%
18th of April 2020,Chiefs,Rooster,2,1,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Rooster,Michael 'chelleos' Hawkins,33-38,-5,69.0,60.4%,All maps,5905,5220,1.13,0.79,3801,685,1392,1092,1.27,1.36,72.2%,26.7%
18th of April 2020,Chiefs,Rooster,2,1,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Rooster,Daniel 'DannyG' Giusa,33-39,-6,68.5,67.9%,All maps,2020,2065,0.98,0.67,1413,-45,310,279,1.11,1.03,70.6%,14.8%
18th of April 2020,Chiefs,Rooster,2,1,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Rooster,Akram 'ADK' Smida,28-36,-8,63.3,62.3%,All maps,3947,4323,0.91,0.63,2755,-376,415,517,0.8,0.86,70.4%,9.2%
18th of April 2020,Chiefs,Rooster,2,1,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Rooster,Corey 'nettik' Browne,27-43,-16,68.3,54.7%,All maps,2578,2191,1.18,0.77,1624,387,347,314,1.11,1.03,71.8%,14.8%
18th of April 2020,Spirit,Copenhagen Flames,1,2,Home Sweet Home Cup 2,Spirit,Artem 'iDISBALANCE' Egorov,52-47,5,65.5,68.7%,All maps,7831,7052,1.11,0.71,5352,779,1541,1068,1.44,1.21,74.8%,20.6%
18th of April 2020,Spirit,Copenhagen Flames,1,2,Home Sweet Home Cup 2,Spirit,Boris 'magixx' Vorobiev,52-54,-2,70.2,72.3%,All maps,3581,3556,1.01,0.63,2497,25,498,508,0.98,0.96,73.9%,12.2%
18th of April 2020,Spirit,Copenhagen Flames,1,2,Home Sweet Home Cup 2,Spirit,Nikolay 'mir' Bityukov,55-57,-2,73.7,74.7%,All maps,12424,11011,1.13,0.75,8361,1413,1749,1494,1.17,1.04,75.0%,15.3%
18th of April 2020,Spirit,Copenhagen Flames,1,2,Home Sweet Home Cup 2,Spirit,Viktor 'somedieyoung' Orudjev,47-53,-6,61.8,73.5%,All maps,12335,10766,1.15,0.73,8211,1569,1496,1436,1.04,0.97,73.4%,12.5%
18th of April 2020,Spirit,Copenhagen Flames,1,2,Home Sweet Home Cup 2,Spirit,Leonid 'chopper' Vishnyakov,47-58,-11,63.1,60.2%,All maps,12081,12180,0.99,0.67,8237,-99,1745,1890,0.92,0.98,69.4%,13.3%
18th of April 2020,Spirit,Copenhagen Flames,1,2,Home Sweet Home Cup 2,Copenhagen Flames,Asger 'Farlig' Jensen,73-49,24,84.6,72.3%,All maps,7439,6238,1.19,0.74,4927,1201,1328,830,1.6,1.19,75.7%,19.3%
18th of April 2020,Spirit,Copenhagen Flames,1,2,Home Sweet Home Cup 2,Copenhagen Flames,Jonas 'Queenix' Dideriksen,62-50,12,82.3,67.5%,All maps,1444,1543,0.94,0.63,1026,-99,197,211,0.93,0.94,66.5%,11.7%
18th of April 2020,Spirit,Copenhagen Flames,1,2,Home Sweet Home Cup 2,Copenhagen Flames,Magnus 'Nodios' Olsen,48-45,3,64.8,74.7%,All maps,6118,5903,1.04,0.67,4176,215,774,793,0.98,0.95,72.7%,12.0%
18th of April 2020,Spirit,Copenhagen Flames,1,2,Home Sweet Home Cup 2,Copenhagen Flames,Ismail 'refrezh' Ali,47-52,-5,62.4,71.1%,All maps,11992,10989,1.09,0.71,8070,1003,1593,1409,1.13,1.0,71.8%,13.3%
18th of April 2020,Spirit,Copenhagen Flames,1,2,Home Sweet Home Cup 2,Copenhagen Flames,Rasmus 'HooXi' Nielsen,39-57,-18,58.9,65.1%,All maps,4686,5214,0.9,0.61,3279,-528,620,769,0.81,0.9,68.5%,11.0%
18th of April 2020,Lucid Dream,JigadooD,2,0,DreamHack Masters Spring 2020 - Asia Closed Qualifier,Lucid Dream,Thotsaphon 'cbbk' Suphatthanaphalaphon,53-23,30,90.2,80.4%,All maps,6372,6188,1.03,0.69,4365,184,829,919,0.9,0.95,75.5%,12.6%
