Date,Team1,Team2,Final Result 1,Final Result 2,Tournament,Player Team,Player,KD,ADR,KAST,Rating,Map,Overall Kills,Overall Deaths,Overal Kill / Death,Overall Kill / Round,Overall Rounds with Kills,Overall Kill - Death Diff,Opening Total Kills,Opening Total Deaths,Opening Kill Ratio,Opening Kill rating,Opening Team win percent after 1st kill,Opening 1st kill in won rounds
18th of April 2020,Lucid Dream,JigadooD,2,0,DreamHack Masters Spring 2020 - Asia Closed Qualifier,Lucid Dream,Kitikawin 'PTC' Rattanasukol,42-31,11,89.9,88.2%,All maps,8373,7026,1.19,0.76,5559,1347,1378,982,1.4,1.14,73.7%,17.5%
18th of April 2020,Lucid Dream,JigadooD,2,0,DreamHack Masters Spring 2020 - Asia Closed Qualifier,Lucid Dream,Jong-Min 'Lakia' Kim,35-30,5,78.0,84.3%,All maps,2659,2732,0.97,0.69,1763,-73,486,520,0.93,1.07,74.9%,18.8%
18th of April 2020,Lucid Dream,JigadooD,2,0,DreamHack Masters Spring 2020 - Asia Closed Qualifier,Lucid Dream,Hong-Gyo 'Jinx' Jung,33-29,4,83.3,78.4%,All maps,3484,3194,1.09,0.73,2277,290,549,479,1.15,1.08,70.3%,16.0%
18th of April 2020,Lucid Dream,JigadooD,2,0,DreamHack Masters Spring 2020 - Asia Closed Qualifier,Lucid Dream,Chanawin 'JohnOlsen' Nakchain,37-31,6,69.6,78.4%,All maps,3007,2721,1.11,0.74,1981,286,322,337,0.96,0.93,72.0%,11.1%
18th of April 2020,Lucid Dream,JigadooD,2,0,DreamHack Masters Spring 2020 - Asia Closed Qualifier,JigadooD,Kritthee 'Geniuss' Sawatmuang,41-39,2,91.0,62.7%,All maps,6756,6305,1.07,0.74,4431,451,1137,1031,1.1,1.1,74.8%,17.5%
18th of April 2020,Lucid Dream,JigadooD,2,0,DreamHack Masters Spring 2020 - Asia Closed Qualifier,JigadooD,Patiphan 'CigaretteS' Posri,36-36,0,83.9,56.9%,All maps,3958,3405,1.16,0.77,2588,553,408,367,1.11,0.94,72.3%,11.2%
18th of April 2020,Lucid Dream,JigadooD,2,0,DreamHack Masters Spring 2020 - Asia Closed Qualifier,JigadooD,Nantapol 'koNgared' Boonying,26-45,-19,66.3,47.1%,All maps,1204,1283,0.94,0.7,798,-79,158,177,0.89,0.95,66.5%,13.6%
18th of April 2020,Lucid Dream,JigadooD,2,0,DreamHack Masters Spring 2020 - Asia Closed Qualifier,JigadooD,Ittikorn 'RAMI' Techaveerapong,20-43,-23,50.4,56.9%,All maps,890,863,1.03,0.73,605,27,214,162,1.32,1.32,67.3%,28.8%
18th of April 2020,Lucid Dream,JigadooD,2,0,DreamHack Masters Spring 2020 - Asia Closed Qualifier,JigadooD,Sattawut 'Leaf' Reathong,20-38,-18,41.9,54.9%,All maps,6080,5968,1.02,0.67,4225,112,817,719,1.14,0.98,72.3%,12.8%
18th of April 2020,AVANT,Ground Zero,2,0,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,AVANT,Euan 'sterling' Moore,49-26,23,84.3,79.2%,All maps,9186,6982,1.32,0.78,6157,2204,1294,721,1.79,1.11,76.5%,15.7%
18th of April 2020,AVANT,Ground Zero,2,0,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,AVANT,Chris 'ofnu' Hanley,43-33,10,92.3,69.8%,All maps,13517,12196,1.11,0.73,8974,1321,1843,1660,1.11,1.01,76.2%,14.1%
18th of April 2020,AVANT,Ground Zero,2,0,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,AVANT,Jared 'HaZR' O'Bree,41-32,9,77.7,75.5%,All maps,7266,6878,1.06,0.74,4770,388,1092,1107,0.99,1.03,74.3%,16.2%
18th of April 2020,AVANT,Ground Zero,2,0,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,AVANT,Mike 'ap0c' Aliferis,34-34,0,69.8,83.0%,All maps,10577,10308,1.03,0.7,7129,269,1531,1610,0.95,1.0,74.3%,14.3%
18th of April 2020,AVANT,Ground Zero,2,0,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,AVANT,Peter 'BL1TZ' Athanasatos,28-40,-12,62.4,66.0%,All maps,10743,9533,1.13,0.75,7139,1210,1786,1398,1.28,1.13,75.5%,18.3%
18th of April 2020,AVANT,Ground Zero,2,0,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Ground Zero,Luke 'Llamas' Merchant,38-40,-2,80.1,77.4%,All maps,6039,5963,1.01,0.67,4148,76,583,674,0.86,0.86,72.0%,9.1%
18th of April 2020,AVANT,Ground Zero,2,0,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Ground Zero,Cooper 'void' Farrell,40-35,5,66.8,67.9%,All maps,7531,7402,1.02,0.69,5157,129,800,802,1.0,0.91,73.1%,10.9%
18th of April 2020,AVANT,Ground Zero,2,0,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Ground Zero,Callum 'BURNRUOk' Henderson,29-41,-12,67.8,69.8%,All maps,13571,13881,0.98,0.69,9140,-310,2370,2434,0.97,1.06,76.4%,17.4%
18th of April 2020,AVANT,Ground Zero,2,0,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Ground Zero,Andy 'Noobster' Zhang,31-40,-9,68.2,56.6%,All maps,6821,6634,1.03,0.69,4565,187,1279,1053,1.21,1.13,72.9%,19.2%
18th of April 2020,AVANT,Ground Zero,2,0,DreamHack Masters Spring 2020 - Oceania Closed Qualifier,Ground Zero,Joel 'PEARSS' Kurta,27-39,-12,58.7,69.8%,All maps,1519,1497,1.01,0.71,1028,22,252,243,1.04,1.07,72.6%,17.1%
18th of April 2020,PDHM,Monstars,1,2,DreamHack Masters Spring 2020 - North America Open Qualifier,PDHM,Alexander 'zandy' Dituri,64-62,2,84.1,68.5%,All maps,64,62,1.03,0.72,40,2,11,15,0.73,1.0,63.6%,15.6%
18th of April 2020,PDHM,Monstars,1,2,DreamHack Masters Spring 2020 - North America Open Qualifier,PDHM,Brandon 'envy' Tovmassian,62-56,6,67.7,65.2%,All maps,344,321,1.07,0.72,235,23,54,45,1.2,1.07,66.7%,15.2%
18th of April 2020,PDHM,Monstars,1,2,DreamHack Masters Spring 2020 - North America Open Qualifier,PDHM,James 'jams' Holley,63-65,-2,75.6,69.7%,All maps,63,65,0.97,0.71,42,-2,9,3,3.0,1.12,66.7%,13.3%
18th of April 2020,PDHM,Monstars,1,2,DreamHack Masters Spring 2020 - North America Open Qualifier,PDHM,Kyle 'Wolffe' Greenfield,58-67,-9,76.1,69.7%,All maps,226,232,0.97,0.71,159,-6,23,33,0.7,0.85,65.2%,10.6%
18th of April 2020,PDHM,Monstars,1,2,DreamHack Masters Spring 2020 - North America Open Qualifier,PDHM,Jacob 'icy' Lange,41-65,-24,56.5,66.3%,All maps,41,65,0.63,0.46,31,-24,6,11,0.55,0.8,83.3%,11.1%
18th of April 2020,PDHM,Monstars,1,2,DreamHack Masters Spring 2020 - North America Open Qualifier,Monstars,Dylan 'RIKO' Sabin-Arnce,72-58,14,98.2,74.2%,All maps,7128,6898,1.03,0.73,4718,230,904,860,1.05,0.98,74.0%,14.0%
18th of April 2020,PDHM,Monstars,1,2,DreamHack Masters Spring 2020 - North America Open Qualifier,Monstars,Michael 'Swisher' Schmid,66-57,9,81.8,71.9%,All maps,3000,3011,1.0,0.69,2038,-11,451,514,0.88,0.99,70.5%,14.7%
18th of April 2020,PDHM,Monstars,1,2,DreamHack Masters Spring 2020 - North America Open Qualifier,Monstars,Josh 'shinobi' Abastado,62-63,-1,80.1,67.4%,All maps,5274,6654,0.79,0.58,3758,-1380,747,1034,0.72,0.89,73.5%,12.5%
18th of April 2020,PDHM,Monstars,1,2,DreamHack Masters Spring 2020 - North America Open Qualifier,Monstars,Chad 'Oderus' Miller,64-65,-1,75.9,75.3%,All maps,8580,8579,1.0,0.71,5745,1,1710,1511,1.13,1.17,70.5%,20.6%
18th of April 2020,PDHM,Monstars,1,2,DreamHack Masters Spring 2020 - North America Open Qualifier,Monstars,Ian 'tex' Botsch,49-48,1,51.7,75.3%,All maps,3670,3873,0.95,0.69,2447,-203,535,641,0.83,0.97,74.0%,15.2%
18th of April 2020,Asterius,NOORG,12,16,Liga DELL #4 - APR/20,Asterius,William 'w1' Almasan,17-18,-1,85.8,75.0%,All maps,103,115,0.9,0.61,71,-12,15,22,0.68,0.89,73.3%,13.4%
18th of April 2020,Asterius,NOORG,12,16,Liga DELL #4 - APR/20,Asterius,Piero 'kz1NNN' Borges,18-20,-2,69.7,60.7%,All maps,256,301,0.85,0.62,180,-45,49,49,1.0,1.06,65.3%,17.1%
18th of April 2020,Asterius,NOORG,12,16,Liga DELL #4 - APR/20,Asterius,Emerson 'desh' Henrique,20-22,-2,78.3,57.1%,All maps,514,499,1.03,0.72,340,15,65,64,1.02,0.97,63.1%,13.0%
18th of April 2020,Asterius,NOORG,12,16,Liga DELL #4 - APR/20,Asterius,Leonardo 'Leomonster' Enrique,17-21,-4,68.0,50.0%,All maps,144,118,1.22,0.84,87,26,21,25,0.84,1.03,90.5%,19.8%
18th of April 2020,Asterius,NOORG,12,16,Liga DELL #4 - APR/20,Asterius,Elitom 'TEKO' Lourenço,12-24,-12,52.1,60.7%,All maps,438,557,0.79,0.6,300,-119,72,105,0.69,0.92,69.4%,16.3%
18th of April 2020,Asterius,NOORG,12,16,Liga DELL #4 - APR/20,NOORG,Lucas 'fetixe' Vinicius,31-15,16,97.5,78.6%,All maps,265,329,0.81,0.56,183,-64,33,43,0.77,0.86,66.7%,11.6%
18th of April 2020,Asterius,NOORG,12,16,Liga DELL #4 - APR/20,NOORG,André 'skuld' Amaral,24-19,5,96.9,71.4%,All maps,1006,1063,0.95,0.65,707,-57,108,95,1.14,0.91,73.1%,11.2%
18th of April 2020,Asterius,NOORG,12,16,Liga DELL #4 - APR/20,NOORG,Marcus 'stainzin' Paulo,18-15,3,70.1,78.6%,All maps,18,15,1.2,0.64,11,3,1,5,0.2,0.55,100.0%,6.2%
18th of April 2020,Asterius,NOORG,12,16,Liga DELL #4 - APR/20,NOORG,Marco 'soni' Silva,19-17,2,71.8,64.3%,All maps,662,767,0.86,0.62,455,-105,85,115,0.74,0.89,64.7%,12.0%
18th of April 2020,Asterius,NOORG,12,16,Liga DELL #4 - APR/20,NOORG,Angelo 'keznit' Mori,13-18,-5,64.3,53.6%,All maps,573,506,1.13,0.83,346,67,82,82,1.0,1.06,73.2%,17.8%
18th of April 2020,Recon 5,"blood, sweat, and tears",2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Recon 5,Jason 'neptune' Tran,46-34,12,83.2,66.0%,All maps,8192,8219,1.0,0.69,5535,-27,1135,1226,0.93,0.97,73.6%,13.4%
18th of April 2020,Recon 5,"blood, sweat, and tears",2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Recon 5,Dominick 'JazzPimp' Dimpfel,47-41,6,93.4,69.8%,All maps,1391,1385,1.0,0.72,945,6,175,190,0.92,0.96,70.3%,13.0%
18th of April 2020,Recon 5,"blood, sweat, and tears",2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Recon 5,Riley 'Reality' Fusch,38-34,4,77.9,73.6%,All maps,1901,1958,0.97,0.64,1317,-57,229,253,0.91,0.91,71.6%,11.3%
18th of April 2020,Recon 5,"blood, sweat, and tears",2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Recon 5,Carson 'nosraC' O'Reilly,36-41,-5,82.9,73.6%,All maps,1722,1715,1.0,0.71,1148,7,314,317,0.99,1.1,71.0%,18.4%
18th of April 2020,Recon 5,"blood, sweat, and tears",2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Recon 5,Jet 'jet-' Gao,35-36,-1,70.7,66.0%,All maps,1192,1219,0.98,0.68,824,-27,200,173,1.16,1.07,66.0%,15.8%
18th of April 2020,Recon 5,"blood, sweat, and tears",2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,"blood, sweat, and tears",Daniel 'v1king' Martin,49-37,12,90.4,71.7%,All maps,541,495,1.09,0.67,367,46,60,56,1.07,0.92,61.7%,8.9%
18th of April 2020,Recon 5,"blood, sweat, and tears",2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,"blood, sweat, and tears",Kevin '4pack' Przypasniak,39-39,0,89.8,77.4%,All maps,2882,2749,1.05,0.75,1910,133,487,408,1.19,1.12,68.4%,18.3%
18th of April 2020,Recon 5,"blood, sweat, and tears",2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,"blood, sweat, and tears",Jimmy 'Marved' Nguyen,41-42,-1,83.2,56.6%,All maps,1644,1798,0.91,0.68,1135,-154,225,264,0.85,0.95,66.7%,13.6%
18th of April 2020,Recon 5,"blood, sweat, and tears",2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,"blood, sweat, and tears",Ryan 'shanks' Ngo,31-42,-11,57.3,73.6%,All maps,1136,1218,0.93,0.71,778,-82,199,203,0.98,1.08,61.3%,16.7%
18th of April 2020,Recon 5,"blood, sweat, and tears",2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,"blood, sweat, and tears",Sebastian 'retchy' Tropiano,24-43,-19,54.8,62.3%,All maps,1482,1598,0.93,0.69,1006,-116,245,232,1.06,1.06,73.9%,18.4%
18th of April 2020,Triumph,ETHEREAL,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Triumph,Paytyn 'Junior' Johnson,43-24,19,85.1,78.0%,All maps,1064,981,1.08,0.71,721,83,168,129,1.3,1.08,69.6%,16.1%
18th of April 2020,Triumph,ETHEREAL,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Triumph,Rahul 'curry' Nemani,35-32,3,83.0,76.0%,All maps,2297,2255,1.02,0.72,1521,42,388,411,0.94,1.06,70.4%,16.9%
18th of April 2020,Triumph,ETHEREAL,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Triumph,Michael 'Grim' Wince,32-26,6,63.2,78.0%,All maps,9499,9014,1.05,0.73,6170,485,1347,1425,0.95,1.0,73.1%,14.7%
18th of April 2020,Triumph,ETHEREAL,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Triumph,Gabe 'Spongey' Greiner,31-29,2,70.2,74.0%,All maps,6971,6268,1.11,0.7,4782,703,756,636,1.19,0.94,74.6%,10.9%
18th of April 2020,Triumph,ETHEREAL,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Triumph,Alan 'Shakezullah' Hardeman,21-27,-6,48.1,70.0%,All maps,5193,5183,1.0,0.63,3665,10,613,677,0.91,0.9,71.1%,9.9%
18th of April 2020,Triumph,ETHEREAL,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,ETHEREAL,Shawn 'Magowi' O'Malley,29-33,-4,67.8,66.0%,All maps,1053,1109,0.95,0.68,719,-56,148,166,0.89,0.97,60.8%,12.6%
18th of April 2020,Triumph,ETHEREAL,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,ETHEREAL,Tony 'w0w' Zachary,30-30,0,71.0,74.0%,All maps,806,893,0.9,0.61,563,-87,98,101,0.97,0.91,69.4%,10.6%
18th of April 2020,Triumph,ETHEREAL,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,ETHEREAL,Austin 'RenZ' Dickman,26-34,-8,60.7,74.0%,All maps,1966,2052,0.96,0.7,1329,-86,240,233,1.03,0.96,72.9%,13.8%
18th of April 2020,Triumph,ETHEREAL,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,ETHEREAL,Dennison 'fdeN' Fong,30-35,-5,60.0,56.0%,All maps,1660,1510,1.1,0.73,1129,150,248,242,1.02,1.03,69.8%,15.9%
18th of April 2020,Triumph,ETHEREAL,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,ETHEREAL,Malick 'dangle' Abid,23-32,-9,50.7,64.0%,All maps,1617,1642,0.98,0.7,1085,-25,295,255,1.16,1.12,70.8%,19.6%
18th of April 2020,New England Whalers,Orion,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,New England Whalers,Josh 'PwnAlone' Pigue,41-19,22,101.8,84.1%,All maps,6600,5967,1.11,0.71,4410,633,1128,970,1.16,1.1,73.0%,17.9%
18th of April 2020,New England Whalers,Orion,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,New England Whalers,Jonathan 'djay' Dallal,42-25,17,87.5,93.2%,All maps,5733,6250,0.92,0.65,3966,-517,835,893,0.94,0.97,71.0%,14.0%
18th of April 2020,New England Whalers,Orion,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,New England Whalers,Ramal 'Rampage' Silva,35-22,13,85.5,95.5%,All maps,1567,1583,0.99,0.71,1054,-16,303,280,1.08,1.14,72.3%,21.1%
18th of April 2020,New England Whalers,Orion,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,New England Whalers,Daniel 'roca' Gustaferri,40-27,13,102.1,77.3%,All maps,12170,11958,1.02,0.71,8133,212,1831,1774,1.03,1.03,69.7%,15.3%
18th of April 2020,New England Whalers,Orion,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,New England Whalers,Brandon 'BOOBIE' Roberts,35-23,12,82.3,86.4%,All maps,2330,2467,0.94,0.66,1590,-137,345,376,0.92,0.98,71.6%,15.1%
18th of April 2020,New England Whalers,Orion,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Orion,Amelio 'Meli0' Milanese,25-39,-14,76.0,54.5%,All maps,25,39,0.64,0.57,15,-14,3,9,0.33,0.67,66.7%,16.7%
18th of April 2020,New England Whalers,Orion,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Orion,Luis 'Lui' Arzuaga,30-41,-11,72.4,56.8%,All maps,227,311,0.73,0.6,158,-84,34,44,0.77,0.92,73.5%,16.1%
18th of April 2020,New England Whalers,Orion,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Orion,Dan 'Yassine' Abedrabbo,28-38,-10,62.5,56.8%,All maps,28,38,0.74,0.64,19,-10,2,7,0.29,0.63,0.0%,0.0%
18th of April 2020,New England Whalers,Orion,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Orion,John 'yugo' Sander,21-39,-18,52.5,56.8%,All maps,68,99,0.69,0.55,49,-31,8,17,0.47,0.76,75.0%,14.6%
18th of April 2020,New England Whalers,Orion,2,0,DreamHack Masters Spring 2020 - North America Open Qualifier,Orion,Jeff 'G4CShooter' Jagger,11-36,-25,42.4,45.5%,All maps,11,36,0.31,0.25,9,-25,2,5,0.4,0.7,50.0%,8.3%
17th of April 2020,Copenhagen Flames,SKADE,2,0,Home Sweet Home Cup 2,Copenhagen Flames,Magnus 'Nodios' Olsen,47-28,19,90.5,86.8%,All maps,6039,5826,1.04,0.67,4122,213,769,783,0.98,0.95,72.6%,12.0%
17th of April 2020,Copenhagen Flames,SKADE,2,0,Home Sweet Home Cup 2,Copenhagen Flames,Ismail 'refrezh' Ali,43-35,8,90.5,66.0%,All maps,11896,10906,1.09,0.71,8017,990,1580,1389,1.14,1.0,71.7%,13.3%
17th of April 2020,Copenhagen Flames,SKADE,2,0,Home Sweet Home Cup 2,Copenhagen Flames,Jonas 'Queenix' Dideriksen,39-28,11,75.4,79.2%,All maps,1375,1460,0.94,0.63,978,-85,191,199,0.96,0.95,67.0%,12.1%
17th of April 2020,Copenhagen Flames,SKADE,2,0,Home Sweet Home Cup 2,Copenhagen Flames,Asger 'Farlig' Jensen,36-31,5,70.6,69.8%,All maps,7347,6162,1.19,0.74,4867,1185,1313,819,1.6,1.19,75.7%,19.3%
17th of April 2020,Copenhagen Flames,SKADE,2,0,Home Sweet Home Cup 2,Copenhagen Flames,Rasmus 'HooXi' Nielsen,36-38,-2,82.0,71.7%,All maps,4610,5128,0.9,0.61,3226,-518,609,753,0.81,0.9,68.3%,10.9%
17th of April 2020,Copenhagen Flames,SKADE,2,0,Home Sweet Home Cup 2,SKADE,Ivan 'Rock1nG' Stratiev,39-46,-7,74.9,75.5%,All maps,12727,13339,0.95,0.66,8746,-612,1932,2124,0.91,0.99,73.8%,14.3%
17th of April 2020,Copenhagen Flames,SKADE,2,0,Home Sweet Home Cup 2,SKADE,Alex 'Rainwaker' Petrov,36-38,-2,81.5,56.6%,All maps,5061,4725,1.07,0.71,3375,336,697,685,1.02,0.99,73.3%,14.1%
17th of April 2020,Copenhagen Flames,SKADE,2,0,Home Sweet Home Cup 2,SKADE,Teodor 'SPELLAN' Nikolov,32-42,-10,73.9,62.3%,All maps,19088,18865,1.01,0.67,13106,223,2884,2861,1.01,1.0,73.2%,14.0%
17th of April 2020,Copenhagen Flames,SKADE,2,0,Home Sweet Home Cup 2,SKADE,Denislav 'dennyslaw' Dimitrov,31-39,-8,69.0,66.0%,All maps,6026,5402,1.12,0.74,4020,624,942,711,1.32,1.1,73.1%,16.7%
17th of April 2020,Copenhagen Flames,SKADE,2,0,Home Sweet Home Cup 2,SKADE,Kostadin 'rafftu' Turbinov,22-38,-16,45.6,60.4%,All maps,5888,6255,0.94,0.64,4138,-367,812,862,0.94,0.95,70.9%,12.2%
17th of April 2020,Gambit Youngsters,SKADE,1,2,Home Sweet Home Cup 2,Gambit Youngsters,Dmitry 'sh1ro' Sokolov,75-53,22,95.4,74.2%,All maps,5877,4225,1.39,0.78,3881,1652,914,526,1.74,1.16,75.8%,17.6%
17th of April 2020,Gambit Youngsters,SKADE,1,2,Home Sweet Home Cup 2,Gambit Youngsters,Sergey 'Ax1Le' Rykhtorov,61-59,2,79.9,70.8%,All maps,6305,5875,1.07,0.69,4267,430,858,787,1.09,0.99,74.1%,13.5%
17th of April 2020,Gambit Youngsters,SKADE,1,2,Home Sweet Home Cup 2,Gambit Youngsters,Anton 'supra' Tšernobai,59-59,0,73.0,69.7%,All maps,4223,4214,1.0,0.67,2822,9,675,749,0.9,1.01,75.3%,15.4%
17th of April 2020,Gambit Youngsters,SKADE,1,2,Home Sweet Home Cup 2,Gambit Youngsters,Vladislav 'nafany' Gorshkov,59-58,1,74.7,70.8%,All maps,5000,5294,0.94,0.67,3408,-294,866,1045,0.83,1.01,75.6%,16.8%
17th of April 2020,Gambit Youngsters,SKADE,1,2,Home Sweet Home Cup 2,Gambit Youngsters,Timofey 'interz' Yakushin,49-54,-5,53.7,75.3%,All maps,4318,4207,1.03,0.61,3091,111,532,506,1.05,0.92,72.4%,10.4%
17th of April 2020,Gambit Youngsters,SKADE,1,2,Home Sweet Home Cup 2,SKADE,Alex 'Rainwaker' Petrov,63-63,0,74.6,68.5%,All maps,5061,4725,1.07,0.71,3375,336,697,685,1.02,0.99,73.3%,14.1%
17th of April 2020,Gambit Youngsters,SKADE,1,2,Home Sweet Home Cup 2,SKADE,Teodor 'SPELLAN' Nikolov,59-59,0,77.5,66.3%,All maps,19088,18865,1.01,0.67,13106,223,2884,2861,1.01,1.0,73.2%,14.0%
17th of April 2020,Gambit Youngsters,SKADE,1,2,Home Sweet Home Cup 2,SKADE,Denislav 'dennyslaw' Dimitrov,58-59,-1,67.5,60.7%,All maps,6026,5402,1.12,0.74,4020,624,942,711,1.32,1.1,73.1%,16.7%
17th of April 2020,Gambit Youngsters,SKADE,1,2,Home Sweet Home Cup 2,SKADE,Ivan 'Rock1nG' Stratiev,54-66,-12,74.3,65.2%,All maps,12727,13339,0.95,0.66,8746,-612,1932,2124,0.91,0.99,73.8%,14.3%
17th of April 2020,Gambit Youngsters,SKADE,1,2,Home Sweet Home Cup 2,SKADE,Kostadin 'rafftu' Turbinov,49-58,-9,52.0,64.0%,All maps,5888,6255,0.94,0.64,4138,-367,812,862,0.94,0.95,70.9%,12.2%
17th of April 2020,paiN,Imperial,0,2,ESL One: Road to Rio - South America Play-in,paiN,Wesley 'hardzao' Lopes,38-43,-5,92.7,67.9%,All maps,5384,4534,1.19,0.74,3555,850,728,627,1.16,1.02,77.1%,14.0%
17th of April 2020,paiN,Imperial,0,2,ESL One: Road to Rio - South America Play-in,paiN,Gabriel 'NEKIZ' Schenato,34-38,-4,70.4,62.3%,All maps,9968,10458,0.95,0.67,6818,-490,1712,1799,0.95,1.04,71.8%,16.6%
17th of April 2020,paiN,Imperial,0,2,ESL One: Road to Rio - South America Play-in,paiN,Vinicios 'PKL' Coelho,37-41,-4,71.0,64.2%,All maps,12928,13000,0.99,0.67,8796,-72,1847,1910,0.97,0.98,72.3%,13.4%
